DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-001526,HUO9,HUO9_BONE,,907072.0,bone,osteosarcoma,,,Female,JCRB,2.0,-2.929125309,Adherent,RPMI1640 medium with 10% fetal bovine serum,45.6,CVCL_1298,bone,Primary,Bone Cancer,Osteosarcoma,13.0,SIDM00599,
ACH-001528,IHH4,IHH4_THYROID,,1240154.0,thyroid,thyroid_carcinoma,papillary,,Male,JCRB,,,,,,CVCL_2960,lymph_node,Metastasis,Thyroid Cancer,"Carcinoma, papillary",75.0,SIDM00600,
ACH-001529,JAR,JAR_PLACENTA,,907175.0,uterus,choriocarcinoma,,,Male,ATCC,2.0,-4.264929298999999,Adherent,RPMI-1640; 10% FBS; 1% L-Glutamine; 1% HEPES,2.2,,Placenta,Primary,Endometrial/Uterine Cancer,Choriocarcinoma,0.0,SIDM01039,
ACH-001530,JEG3,JEG3_PLACENTA,,907176.0,uterus,choriocarcinoma,,,Male,ATCC,1.0,-3.5902704560000003,Adherent,EMEM + 10% FBS,4.9,CVCL_0363,central_nervous_system,Metastasis,Endometrial/Uterine Cancer,Choriocarcinoma,,SIDM01218,
ACH-001532,JMURTK2,JMURTK2_SOFT_TISSUE,,,kidney,malignant_rhabdoid_tumor,,,Female,JCRB,2.0,-3.7202441239999997,Adherent,D10 heat inactivated FBS,30.5,CVCL_4W58,central_nervous_system,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,1.0,,
ACH-001536,KKU100,KKU100_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,extrahepatic,,Female,JCRB,2.0,-2.429553415,Adherent,D10,35.9,CVCL_3996,liver,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",65.0,,
ACH-001538,KKU213,KKU213_BILIARY_TRACT,KKU-M213,,bile_duct,cholangiocarcinoma,intrahepatic,,Male,JCRB,2.0,-3.752433752,Adherent,DMEM + 10% FBS,20.9,CVCL_M261,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",58.0,,
ACH-001539,KML1,KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,non_hodgkin_lymphoma,b_cell,,Female,JCRB,2.0,-2.552994149,Suspension,RPMI 1640 + 20% FBS,40,,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",28.0,,
ACH-001540,KMLS1,KMLS1_SOFT_TISSUE,,,soft_tissue,liposarcoma,,,Unknown,JCRB,,,,,,,soft_tissue,Primary,Liposarcoma,,,,
ACH-001541,KMS28PE,KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Female,JCRB,,,,,,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,77.0,,
ACH-001542,KON,KON_UPPER_AERODIGESTIVE_TRACT,,1298215.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,JCRB,2.0,-4.488770997,Adherent,DMEM + 10% FBS,7.6,,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,76.0,SIDM00604,
ACH-001543,KOSC2CL343,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,KOSC-2,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,JCRB,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",51.0,,
ACH-001544,KYAE1,KYAE1_OESOPHAGUS,,1503368.0,esophagus,esophagus_adenocarcinoma,,,Male,,,,,,,CVCL_1825,pleural_effusion,Metastasis,Esophageal Cancer,Adenocarcinoma,,SIDM00530,
ACH-001548,LS,LS_AUTONOMIC_GANGLIA,,,peripheral_nervous_system,neuroblastoma,,,Female,DSMZ,2.0,-2.127626952,Adherent,RPMI 1640 + 10% FBS,26.9,CVCL_2105,autonomic_ganglia,Metastasis,Neuroblastoma,,1.3,,
ACH-001549,LU135,LU135_LUNG,,713899.0,lung,SCLC,,,Male,JCRB,2.0,-4.230912097,Suspension,RPMI 1640 + 10% FBS,3.8,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69.0,SIDM00294,
ACH-001550,MCC13,MCC13_SKIN,,,skin,merkel_cell_carcinoma,,,Female,Sigma-Aldrich,2.0,-3.908089887,Adherent,RPMI 1640 (with 2mM L-Glutamine+25mM HEPES) + 15% FCSRPMI 1640 (with 2mM L-Glutamine+25mM HEPES) + 15% FCS,43,CVCL_2583,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00007,
ACH-001551,MCC142,MCC142_SKIN,,,skin,merkel_cell_carcinoma,,,Male,Sigma-Aldrich,2.0,-4.69696873,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),10.7,CVCL_2584,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,80.0,,
ACH-001552,MCC26,MCC26_SKIN,,,skin,merkel_cell_carcinoma,,,Female,Sigma-Aldrich,2.0,-2.652207743,Adherent,RPMI 1640 (with 2mM L-Glutamine+25mM HEPES) + 15% FCSRPMI 1640 (with 2mM L-Glutamine+25mM HEPES) + 15% FCS,49.3,,skin,Primary,Skin Cancer,Merkel Cell Carcinoma,,SIDM00006,
ACH-001554,MEL202,MEL202_UVEA,,,eye,uveal_melanoma,,,Female,ECACC,2.0,-4.7490071380000005,Adherent,R10+ 2mM glutamine,26.8,,uvea,Primary,Eye Cancer,Uveal Melanoma,,,
ACH-001555,MERO14,MERO14_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,2.0,-2.4634093619999997,Adherent,Hams F12; 15% FBS; 1% Glutamax,14.5,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60.0,,
ACH-001556,MERO25,MERO25_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60.0,,
ACH-001557,MERO41,MERO41_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,60.0,,
ACH-001558,MERO48A,MERO48A_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,
ACH-001559,MERO82,MERO82_PLEURA,,,lung,mesothelioma,,,Unknown,Sigma-Aldrich,1.0,-2.83756602,Adherent,Hams F12+ 15% FBS +2mM Glutamine,8.8,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,
ACH-001560,MERO83,MERO83_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,
ACH-001561,MERO84,MERO84_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,
ACH-001562,MERO95,MERO95_PLEURA,,,lung,mesothelioma,,,Male,Sigma-Aldrich,,,,,,,pleural_effusion,Primary,Lung Cancer,Mesothelioma,,,
ACH-001563,MM127,MM127_SKIN,,,skin,melanoma,amelanotic,,Male,Sigma-Aldrich,2.0,-3.566818729,Adherent,RPMI 1640 (with 2mM L-Glutamine+25mM HEPES) +10% FBS,36.8,,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,,
ACH-001566,MM370,MM370_SKIN,,,skin,melanoma,,,Male,Sigma-Aldrich,1.0,-4.182267044,Adherent,RPMI-1640; 10% FBS; 1% L-Glutamine; 1% HEPES,15.8,CVCL_2605,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001567,MM383,MM383_SKIN,,,skin,melanoma,,,Male,Sigma-Aldrich,2.0,-4.009685311,Adherent,RPMI-1640; 1% L-Glutamine; 1% HEPES,12.6,CVCL_2606,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001568,MM386,MM386_SKIN,,,skin,melanoma,,,Male,Sigma-Aldrich,2.0,-4.637695185,Adherent,RPMI-1640; 1% Glutamax; HEPES,10.5,CVCL_2607,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001569,MM415,MM415_SKIN,,,skin,melanoma,,,Male,Sigma-Aldrich,,,,,,CVCL_2608,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001570,MM426,MM426_SKIN,,,skin,melanoma,,,Male,Sigma-Aldrich,2.0,-4.097916348,Adherent,RPMI 1640 (with 2 mM L-Glutamine + 25 mM HEPES) + 10% fetal bovine serum (FBS).,44.5,CVCL_2609,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001573,MOLM1,MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,CML,,,Male,DSMZ,,,,,,,bone_marrow,Metastasis,Leukemia,Chronic Myelogenous Leukemia (CML),41.0,,
ACH-001578,NCCIT,NCCIT_TESTIS,,908441.0,embryo,embryo_carcinoma,,,Male,ATCC,,,,,,CVCL_1451,lung,Primary,Embryonal Cancer,Carcinoma,,SIDM00655,
ACH-001591,NCIH1417,NCIH1417_LUNG,H1417,688001.0,lung,SCLC,,,Female,ATCC,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),61.0,SIDM00642,
ACH-001599,NCIH64,NCIH64_LUNG,H64,688026.0,lung,SCLC,,,Female,ATCC,,,,,,CVCL_1573,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),48.0,SIDM01126,
ACH-001603,NH12,NH12_AUTONOMIC_GANGLIA,,908447.0,peripheral_nervous_system,neuroblastoma,,,Male,JCRB,,,,,,CVCL_1605,autonomic_ganglia,Primary,Neuroblastoma,,1.0,SIDM00577,
ACH-001605,NO10,NO10_CENTRAL_NERVOUS_SYSTEM,ONDA10,908452.0,central_nervous_system,glioma,glioblastoma,,Male,JCRB,,,,,,CVCL_3075,central_nervous_system,Primary,Brain Cancer,Glioblastoma,62.0,SIDM00574,
ACH-001606,NO11,NO11_CENTRAL_NERVOUS_SYSTEM,ONDA11,908450.0,central_nervous_system,glioma,glioblastoma,,Female,JCRB,,,,,,CVCL_3076,central_nervous_system,Primary,Brain Cancer,Glioblastoma,64.0,SIDM00573,
ACH-001607,NOZ,NOZ_LIVER,,,bile_duct,gallbladder_adenocarcinoma,,,Female,JCRB,2.0,-3.6330456,Adherent,Williams'E medium + 10% FBS,4.3,CVCL_3079,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,48.0,,
ACH-001608,NP2,NP2_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,JCRB,2.0,-4.413206722,Adherent,DMEM + 10% FBS,11.1,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63.0,,
ACH-001609,NP3,NP3_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,JCRB,2.0,-4.092584753,Adherent,DMEM + 10% FBS,16,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,64.0,,
ACH-001610,NP5,NP5_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,JCRB,2.0,-2.1738017569999997,Adherent,DMEM; 10% FBS,26.4,CVCL_1R17,central_nervous_system,Primary,Brain Cancer,Glioblastoma,27.0,,
ACH-001611,NP8,NP8_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Female,JCRB,1.0,-3.7069153989999997,Adherent,DMEM; 10% FBS,45.6,CVCL_4W66,central_nervous_system,Primary,Brain Cancer,Glioblastoma,38.0,,
ACH-001617,OCILY7,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659819.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Male,DSMZ,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),48.0,SIDM00459,
ACH-001618,OCIM2,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Unknown,DSMZ,2.0,-3.1796333089999997,,,15.2,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),56.0,,
ACH-001619,OCUG1,OCUG1_BILIARY_TRACT,,,bile_duct,gallbladder_adenocarcinoma,,,Male,JCRB,2.0,-2.3868108269999997,Adherent,"DMEM + 10% FBS + 0.5mM pyruvate, 2mM glutamine",20.9,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,43.0,,
ACH-001622,ONDA7,ONDA7_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,JCRB,1.0,-4.687948544,Adherent,IMDM + 10-20% FBS,34,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,51.0,,
ACH-001624,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,JCRB,2.0,-2.19836738,Adherent,DMEM; 10% FBS,23,CVCL_1R14,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58.0,,
ACH-001625,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,JCRB,,,,,,CVCL_3086,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,61.0,SIDM00566,
ACH-001626,OSC20,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Female,JCRB,,,,,,CVCL_3087,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,59.0,SIDM00565,
ACH-001628,PEA1,PEA1_OVARY,,,ovary,ovary_adenocarcinoma,,,Female,Sigma-Aldrich,2.0,-2.469182563,Adherent,RPMI 1640; 10% FBS; Gut; Na Pyruvate,20.8,CVCL_2682,pleural_effusion,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,,
ACH-001630,PEO1,PEO1_OVARY,,1480372.0,ovary,ovary_adenocarcinoma,,,Female,Sigma-Aldrich,2.0,-1.957291774,Adherent,RPMI-1640; 10% FBS; 1% Glutamine; 1% Na Pyruvate,12.8,CVCL_2686,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00472,
ACH-001632,PEO4,PEO4_OVARY,,,ovary,ovary_adenocarcinoma,,,Female,Sigma-Aldrich,,,,,,CVCL_2690,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00471,
ACH-001634,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,CLL,b_cell,,Male,DSMZ,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",,,
ACH-001638,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995.0,lymphocyte,lymphoma_unspecified,b_cell,,Male,DSMZ,,,,,,CVCL_1883,ascites,Primary,Lymphoma,B-cell,,SIDM00448,
ACH-001639,ROS50,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025.0,blood,ALL,b_cell,,Male,DSMZ,,,,,,CVCL_1887,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",69.0,SIDM00415,
ACH-001641,SAT,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Unknown,JCRB,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00350,
ACH-001642,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930.0,lymphocyte,non_hodgkin_lymphoma,b_cell,,Female,JCRB,,,,,,CVCL_1683,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",20.0,SIDM00384,
ACH-001645,SEKI,SEKI_SKIN,,,skin,melanoma,,,Female,JCRB,2.0,-3.0418603660000003,Suspension,R20,27.5,,skin,Primary,Skin Cancer,Melanoma,28.0,,
ACH-001647,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,DSMZ,2.0,-3.616773572,,,35.9,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37.0,,
ACH-001650,SISO,SISO_CERVIX,,1240212.0,cervix,cervical_adenocarcinoma,,,Female,DSMZ,3.0,-4.464883151,Adherent,90% RPMI 1640 + 10% h.i. FBS,9.4,,cervix,Primary,Cervical Cancer,Cervical Adenocarcinoma,67.0,SIDM00394,
ACH-001651,SKGI,SKGI_ENDOMETRIUM,,,uterus,endometrial_squamous,,,Female,JCRB,2.0,-2.872303935,,,6.1,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,
ACH-001652,SKGII,SKGII_ENDOMETRIUM,,,uterus,endometrial_squamous,,,Female,JCRB,2.0,-4.652397407,Adherent,Ham's F12 + 10% FBS,8.3,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,
ACH-001653,SKGT2,SKGT2_STOMACH,,1503364.0,gastric,gastric_adenocarcinoma,,,Male,Sigma-Aldrich,2.0,-4.753841966,Adherent,RPMI-1640 + 2mM Glutamine + 10% Foetal Bovine Serum (FBS),8.8,,stomach,Primary,Gastric Cancer,Adenocarcinoma,72.0,SIDM00393,
ACH-001654,SKGT4,SKGT4_OESOPHAGUS,,1503365.0,esophagus,esophagus_adenocarcinoma,,,Male,Sigma-Aldrich,2.0,-4.126468453,Adherent,RPMI-1640 + 2mM Glutamine + 10% Foetal Bovine Serum (FBS),11.6,,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00483,
ACH-001655,SKN,SKN_ENDOMETRIUM,,1240215.0,uterus,endometrial_squamous,,,Female,JCRB,2.0,-2.578846615,Adherent,Ham's F12; 10% FBS,46,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,52.0,SIDM00377,
ACH-001656,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,Academic lab,,,,,,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),,,
ACH-001664,SNU638,SNU638_STOMACH,,,gastric,gastric_adenocarcinoma,,,Male,KCLB,2.0,-5.424880335,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",3.9,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,48.0,,
ACH-001668,SUSA,SUSA_TESTIS,,,embryo,teratoma,testicular,,Male,DSMZ,1.0,-1.73354258,Adherent,RPMI 1640 + 20% FBS,8.5,,Embryonal,Primary,Teratoma,Testicular,30.0,,
ACH-001670,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,,peripheral_nervous_system,PNET,,,Female,JCRB,,,,,,CVCL_3177,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),21.0,SIDM00026,
ACH-001673,TFK1,TFK1_BILIARY_TRACT,,,bile_duct,cholangiocarcinoma,extrahepatic,,Male,DSMZ,2.0,-5.46129153,Adherent,90% RPMI 1640 + 10% h.i. FBS,9.1,CVCL_2214,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",63.0,,
ACH-001674,TGW,TGW_AUTONOMIC_GANGLIA,,910780.0,peripheral_nervous_system,neuroblastoma,,,Male,JCRB,2.0,-4.301909853,Adherent,EMEM + 10% FBS,10.6,CVCL_1771,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM00324,
ACH-001677,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,b_cell,,Male,DSMZ,2.0,-2.135224139,,,44.1,CVCL_X504,pleural_effusion,Primary,Lymphoma,B-cell,59.0,,
ACH-001680,U698M,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777.0,lymphocyte,non_hodgkin_lymphoma,lymphoblastic_lymphoma,,Male,DSMZ,,,,,,CVCL_0017,upper_aerodigestive_tract,Metastasis,Lymphoma,Lymphoblastic Lymphoma,7.0,SIDM00424,
ACH-001685,UHO1,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,hodgkin_lymphoma,,,Male,DSMZ,1.0,-3.252044475,Suspension,"IMDM:RPMI 1640 (at 4:1) + 20% FBS, 2 mM L-glutamine",20,,pleural_effusion,Primary,Lymphoma,Hodgkins,23.0,,
ACH-001690,UPCISCC026,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,,,Female,DSMZ,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,82.0,,
ACH-001702,VAESBJ,VAESBJ_SOFT_TISSUE,,688121.0,soft_tissue,epithelioid_sarcoma,,,Male,ATCC,2.0,-3.179925723,Adherent,DMEM + 10% FBS + 4.5 g/L glucose and 0.1 mM non-essential amino acids,5.9,CVCL_1785,bone_marrow,Metastasis,Sarcoma,Epithelioid,41.0,SIDM01179,
ACH-001703,VAL,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Female,DSMZ,,,,,,CVCL_1819,bone_marrow,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),50.0,SIDM00416,
ACH-001704,VMRCMELG,VMRCMELG_SKIN,,930301.0,skin,melanoma,,,Male,JCRB,,,,,,CVCL_1789,Colon,Primary,Skin Cancer,Melanoma,,SIDM00319,
ACH-001709,WSUNHL,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909785.0,lymphocyte,lymphoma_unspecified,b_cell,,Female,DSMZ,,,,,,CVCL_1793,pleural_effusion,Primary,Lymphoma,B-cell,46.0,SIDM00412,
ACH-001711,PFSK1,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667.0,central_nervous_system,PNET,,,Male,ATCC,2.0,-1.758926526,Adherent,RPMI 1640 + 10% FBS,52.4,CVCL_1642,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),2.0,SIDM01132,
ACH-001715,CAL72,CAL72_BONE,,906827.0,bone,osteosarcoma,,,Male,DSMZ,2.0,-2.923916005,Adherent,DMEM + 10% FBS + 2 mM L-glutamine + 1x insulin-transferrin-sodium selenite,43.2,CVCL_1113,bone,,Bone Cancer,Osteosarcoma,10.0,SIDM00930,
ACH-001716,GOTO,GOTO_AUTONOMIC_GANGLIA,,906875.0,peripheral_nervous_system,neuroblastoma,,,Male,JCRB,,,,,,CVCL_1234,autonomic_ganglia,,Neuroblastoma,,,SIDM00544,
ACH-001735,SEMK2,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,b_cell,,Female,Academic lab,2.0,-3.1674929539999996,Suspension,RPMI; 10% FBS,29.3,CVCL_S906,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",5.0,,
ACH-001736,HB1119,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,b_cell,,Unknown,Academic lab,2.0,-4.774629899,Suspension,RPMI; 10% FBS,9.3,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,,
ACH-001737,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,t_cell,,Unknown,Academic lab,1.0,-1.629367606,Suspension,RPMI-1640; 10%FBS,32.9,CVCL_1859,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",11.0,,
ACH-001738,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952.0,blood,ALL,t_cell,,Female,Academic lab,,,,,,CVCL_0207,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00121,
ACH-001740,RH28,RH28_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,,Male,Academic lab,3.0,-3.49944858,Adherent,D10,60.8,CVCL_8752,lymph_node,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17.0,,
ACH-001741,RMS13,RMS13_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,,Unknown,Academic lab,,,,,,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,
ACH-001743,RC2,RC2_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,PAX3_FKHR,Unknown,Academic lab,,,,,,,soft_tissue,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,
ACH-001745,RHJT,RHJT_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,,Unknown,Academic lab,3.0,-4.10122458,Adherent,DMEM 10% FBS,64.4,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,
ACH-001750,TTC442,TTC442_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,embryonal,,Male,Academic lab,2.0,-3.940111865,Adherent,D10,41.7,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",,,
ACH-001751,RH36,RH36_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,embryonal,,Male,Academic lab,,,,,,CVCL_M599,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",15.0,,
ACH-001765,RH4,RH4_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,,Female,Academic lab,3.0,-4.488409689,Adherent,DMEM 10% FBS,27.4,CVCL_5916,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,
ACH-001767,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,,fibroblast,fibroblast_soft_tissue,alveolar,,Unknown,,,,,,,,fibroblast,,Fibroblast,Soft tissue,,,
ACH-001786,SNU1544,SNU1544_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,,Female,KCLB,2.0,-2.320808748,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",38,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,38.0,,
ACH-001790,RH18DM,RH18DM_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,embryonal,,Unknown,Academic lab,2.0,-1.310420583,Adherent,RPMI-1640: 20% FBS,32.9,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2.0,,
ACH-001791,LPS6,LPS6_SOFT_TISSUE,,,soft_tissue,liposarcoma,,,Unknown,Academic lab,2.0,-3.084922474,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,31.4,,soft_tissue,,Liposarcoma,,,,
ACH-001793,LPS27,LPS27_SOFT_TISSUE,,,soft_tissue,liposarcoma,,,Unknown,Academic lab,2.0,-4.006187516000001,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,51.7,,soft_tissue,,Liposarcoma,,,,
